"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-item 5","listingCard__location","wp-btn-label","he-lazy-image src","he-lazy-image src 2","listingCard__owner-firm"
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/133419-253","1 / 20","15.000","24/06/2026","Sahibata Mah.3+1 Kiralık Daire","Kiralık Daire","3 + 1","120 m²","30 Yaşında","3. Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/145289-177","1 / 43","23.000","30/06/2026","Net Emlaktan Üniversite Karşısında 3+1 Eşyalı Daire","Kiralık Daire","3 + 1","125 m²","16 Yaşında","Yüksek Giriş","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/8/2/5/4/1/e78c8c9f-14de-4e64-bd00-14581e61c74b.jpg","","Net Emlak Ofisi"
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/60956-1654","1 / 21","17.500","07/08/2026","Konex'ten Zafer Kültür Park Cephe Kiralık 1+1 Daire","Kiralık Daire","1 + 1","65 m²","15 Yaşında","3. Kat","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-feritpasa-kiralik/daire/0-45715965","1 / 7","28.000","13/07/2026","Kerkük Caddesinde Kiralık Daire","Kiralık Daire","3 + 1","180 m²","20 Yaşında","3. Kat","Konya / Selçuklu / Feritpaşa Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-bahcesehir-kiralik/daire/133419-251","1 / 23","24.000","19/07/2026","Bahçeşehir Mah 3+1 1.Kat Kiralık Daireler","Kiralık Daire","3 + 1","125 m²","Sıfır Bina","2. Kat","Konya / Meram / Bahçeşehir Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-alavardi-kiralik/daire/138293-508","1 / 16","21.000","11/07/2026","Meram Alavardı Mahallesinde Kiralık 3+1 Daire","Kiralık Daire","3 + 1","130 m²","21 Yaşında","1. Kat","Konya / Meram / Alavardı Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/57222-223","1 / 30","31.500","19/08/2026","Yazır Mah. Loft Prime 2+1 Sıfır Tripleks Eşyasız Kiralık Daire","Kiralık Daire","2 + 1","135 m²","1 Yaşında","Giriş Katı","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/90958-47","1 / 29","30.000","17/08/2026","Emlak81den Konya Tramvay Durağına Yakın Eşyalı Stüdyo Daire","Kiralık Daire","2 + 1","100 m²","5 Yaşında","3. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-kovanagzi-kiralik/daire/57222-227","1 / 2","75.000","07/08/2026","Aşiyan Konutları 5+1 Ara Kat Kiralık Daire","Kiralık Daire","5 + 1","230 m²","Sıfır Bina","5. Kat","Konya / Meram / Kovanağzı Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-buhara-kiralik/daire/150590-1140","1 / 35","29.500","19/08/2026","Sefergyo Buhara Mahallesinde 4+1 Kiralık Daire","Kiralık Daire","4 + 1","190 m²","21 Yaşında","2. Kat","Konya / Selçuklu / Buhara Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/126348-57","1 / 14","8.000","20/07/2026","Gödene Toki De 1+1 Ara Kat Güney Cephe Kiralık Daire","Kiralık Daire","1 + 1","80 m²","7 Yaşında","3. Kat","Konya / Meram / Gödene Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-akademi-kiralik/daire/150590-1127","1 / 17","20.000","08/08/2026","Sefergyo' Dan Ardıçlı Tokide 3+1 Kiralık Daire","Kiralık Daire","3 + 1","125 m²","3 Yaşında","4. Kat","Konya / Selçuklu / Akademi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-buhara-kiralik/daire/150590-1111","1 / 35","32.000","06/08/2026","Sefergyo Buhara Mahallesinde 4+1 Kiralık Daire","Kiralık Daire","4 + 1","190 m²","21 Yaşında","2. Kat","Konya / Selçuklu / Buhara Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-feritpasa-kiralik/daire/81030-507","1 / 29","26.000","18/06/2026","Feritpaşa Mahallesi Kerkük Caddesinde 4+1 Ara Kat Kiralık Daire","Kiralık Daire","4 + 1","200 m²","25 Yaşında","5. Kat","Konya / Selçuklu / Feritpaşa Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-256","1 / 18","26.000","18/07/2026","Loft Style Sitesi 7/24 Güvenlik 2+1 Ara Kat Eşyalı Daire","Kiralık Daire","2 + 1","110 m²","6 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-binkonutlar-kiralik/daire/89673-1867","1 / 28","19.000","06/06/2026","Gökdeniz'den Tramvay Hattına Yakın L Tip Salonlu 2+1 Kiralık","Kiralık Daire","2 + 1","102 m²","31 Yaşında","1. Kat","Konya / Selçuklu / Binkonutlar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gökdeniz Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-seker-kiralik/daire/0-46216834","1 / 10","42.000","05/08/2026","Sahibinden -Kiralık 4 + 1 Daire, Demiryolu Caddesinde","Kiralık Daire","4 + 1","210 m²","12 Yaşında","8. Kat","Konya / Selçuklu / Şeker Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/150590-1052","1 / 33","10.000","28/07/2026","Sefergyo Gödene Tokide 1+1 Uygun Fiyat By-8 Blokta!","Kiralık Daire","1 + 1","90 m²","11 Yaşında","4. Kat","Konya / Meram / Gödene Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-252","1 / 16","14.500","18/07/2026","Loft Plus'da Cadde-Tramway Cephe 1+0 Ara Kat Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/150590-1048","1 / 35","24.000","28/07/2026","Sefergyo İkonya Tramvay Yanı Arakat Full Eşyalı 2+1 Kiralık!","Kiralık Daire","2 + 1","120 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-havzan-kiralik/daire/60294-798","1 / 28","16.000","21/07/2026","Havzan Mahallesinde Eşyalı Abonelikleri Açık 1+1 Daire ...(havzan  1 )","Kiralık Daire","1 + 1","50 m²","40 Yaşında","Yüksek Giriş","Konya / Meram / Havzan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-251","1 / 15","20.000","18/07/2026","Loft Plus'da Cadde-Tramway Cephe 1+1 Ters Dubleks Eşyalı Daire","Kiralık Daire","1 + 1","70 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-meram-pirebi-kiralik/daire/5115-4145","1 / 18","19.000","06/07/2026","Turyap' Tan Pirebi Mahalleside 2+1 Salon Geniş Daire","Kiralık Daire","2 + 1","130 m²","30 Yaşında","1. Kat","Konya / Meram / Pirebi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-bahcesehir-kiralik/daire/133419-252","1 / 37","23.000","19/07/2026","Sıfır Kiralık Daireler Bahçeşehir Mah 2+1 Kiralık Daireler","Kiralık Daire","2 + 1","95 m²","Sıfır Bina","2. Kat","Konya / Meram / Bahçeşehir Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-267","1 / 14","16.500","18/07/2026","Elvan Gayrimenkul'den Tramvay Yolu Üzerin'de 1+1 Kiralık Daire","Kiralık Daire","1 + 1","75 m²","10 Yaşında","3. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/2/7/5/0/9aa0a77f-07ee-4e5e-967a-8e8a895f2821.jpg","","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-selahaddin-eyyubi-kiralik/daire/64652-537","1 / 13","18.000","18/06/2026","Selahaddin Eyyübi Mahallesinde Kiralık Daire","Kiralık Daire","3 + 1","165 m²","25 Yaşında","Zemin","Konya / Selçuklu / Selahaddin Eyyubi Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/57222-248","1 / 14","19.000","18/07/2026","Bosna Hersek Mh.Loft Campus Sitesinde 1+1 Eşyasız Daire","Kiralık Daire","1 + 1","70 m²","11 Yaşında","5. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/60294-851","1 / 22","13.000","21/07/2026","Beyaz Emlak Borsası 'ından Lcw Arkası Kiralık 2+1 Eşyalı Abonelikleri Açık Daire","Kiralık Daire","2 + 1","50 m²","40 Yaşında","Yüksek Giriş","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/57222-232","1 / 13","16.000","18/07/2026","Bosna Hersek Mh.Loft Campus Sitesi 1+1 Eşyasız Ara Kat Daire","Kiralık Daire","1 + 1","70 m²","11 Yaşında","2. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-meram-durunday-kiralik/villa/0-46762974","1 / 20","81.000","09/07/2026","Meramçaybahçelerine200mtmesafede Sinema Salonu Saunajakuzili Ultralüxtriplexvilla","Kiralık Villa","6 + 2","980 m²","8 Yaşında","","Konya / Meram / Durunday Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/0-46679572","1 / 20","40.000","08/08/2026","Bakımlı Arakat","Kiralık Daire","3 + 1","150 m²","7 Yaşında","2. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-sancak-kiralik/daire/165861-7","1 / 16","22.000","18/08/2026","Referans Gayrimenkul Den Sancak Ta 3+1 Kiralık Daire","Kiralık Daire","3 + 1","165 m²","11 Yaşında","3. Kat","Konya / Selçuklu / Sancak Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/60294-804","1 / 21","13.000","21/07/2026","Beyaz Emlaktan Zafer Civarı Eşyalı Abonelikleri Açık 1+1 Daire.....(10/2)","Kiralık Daire","1 + 1","50 m²","40 Yaşında","En Üst Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-dumlupinar-kiralik/daire/167787-54","1 / 21","17.500","19/06/2026","Dumlupınar Mah.Teknik Lise Yanı 3+1 Arakat Kiralık Daire","Kiralık Daire","3 + 1","135 m²","21 Yaşında","2. Kat","Konya / Selçuklu / Dumlupınar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Berşan Karagöz Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/82432-75","1 / 39","29.000","27/07/2026","Ak-44m Den Otogar Karşısı 4+1 Ve Üç Cepheli Kiralık Daire","Kiralık Daire","4 + 1","185 m²","11 Yaşında","6. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ak-44m Gayrimenkul Yatırım Danışmanlık"
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-260","1 / 12","26.000","18/07/2026","Loft Style Sitesi 7/24 Güvenlik 2+1 Yüksek Giriş Eşyalı Daire","Kiralık Daire","2 + 1","110 m²","7 Yaşında","Yüksek Giriş","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-isiklar-kiralik/daire/0-46587163","1 / 13","14.000","18/08/2026","Kiralık Daire 1+1","Kiralık Daire","2 + 0","45 m²","25 Yaşında","Yüksek Giriş","Konya / Selçuklu / Işıklar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/60294-836","1 / 20","13.000","21/07/2026","Zafer De Eşyalı Abonelikleri Açık 1+1 Daire (10/1)","Kiralık Daire","1 + 1","50 m²","40 Yaşında","En Üst Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/57222-257","1 / 11","23.000","18/07/2026","Ünlü Loft Real'de Cadde Cephe 1+1 Eşyalı Daire Güvenlik+kapıcı","Kiralık Daire","1 + 1","70 m²","11 Yaşında","3. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/60956-1586","1 / 33","8.500","01/06/2026","Orduevi Karş Askeri Personele, Memur Erkek Çalışana Kiralık Oda","Kiralık Daire","1 + 1","20 m²","26 Yaşında","5. Kat","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/60294-847","1 / 17","13.000","13/08/2026","Beyaz Emlaktan Kiralık 1+1 Eşyalı Daire Zafer Civarı ( Atra 12 )","Kiralık Daire","1 + 1","50 m²","20 Yaşında","Ara Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-253","1 / 11","20.000","18/07/2026","Ünlü Studıo Loft'da Cadde Cephe 1+1 Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","70 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-meram-konevi-kiralik/daire/60956-1649","1 / 32","22.000","17/06/2026","Konex'ten Meram Konevi Mah Orduevi Yanı Kiralık 2+1 Daire","Kiralık Daire","2 + 1","100 m²","24 Yaşında","5. Kat","Konya / Meram / Konevi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/60294-734","1 / 17","13.000","22/07/2026","Beyaz Emlak Tan Kiralık 1+1 Daire....Eşyalı....Abonelikleri Açık Daire......(sakin 1)","Kiralık Daire","1 + 1","45 m²","40 Yaşında","Yüksek Giriş","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-244","1 / 11","15.000","18/07/2026","Loft Plus'da Cadde-Tramway Cephe 1+0 Ara Kat Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/158321-102","1 / 7","26.000","26/07/2026","Bakyapı Prestij Parkta 2+1 Eşyalı Daire","Kiralık Daire","2 + 1","80 m²","6 Yaşında","2. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/164312-58","1 / 11","15.000","12/06/2026","Bosna Merkezde Kiralık 2+1","Kiralık Daire","2 + 1","120 m²","21 Yaşında","Yüksek Giriş","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/126348-66","1 / 9","18.000","20/08/2026","Hill De 1+1 Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","75 m²","8 Yaşında","Zemin","Konya / Selçuklu / Kosova Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/57222-241","1 / 11","16.000","18/07/2026","Loft Sitesi İstanbul Yolunda Cad.Cephe 1+0 Ara Kat Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","11 Yaşında","2. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/2/7/5/0/9aa0a77f-07ee-4e5e-967a-8e8a895f2821.jpg","","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-ardicli-kiralik/daire/129814-268","1 / 11","18.500","26/07/2026","Ardıçlı Toki'de R Tipi Geniş Kiralık Daire","Kiralık Daire","2 + 1","90 m²","3 Yaşında","3. Kat","Konya / Selçuklu / Ardıçlı Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/60294-859","1 / 15","13.000","09/08/2026","Zafer Civarı Eşyalı 1+1 Daire ( 5 )","Kiralık Daire","1 + 1","50 m²","20 Yaşında","Ara Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-hatip-kiralik/daire/60956-1631","1 / 27","15.500","12/08/2026","Meram Hatıp Mah Beybes Tokide Memura Kiralık 2+1 Sıfır Daire","Kiralık Daire","2 + 0","90 m²","Sıfır Bina","3. Kat","Konya / Meram / Hatıp Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-237","1 / 10","14.500","18/07/2026","Loft Class'da Cadde-Tramway Cephe 1+0 Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","6 Yaşında","Zemin","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/72388-295","1 / 28","20.000","18/08/2026","Bosna Hersek Mesaj Caddesine Sıfır Çelikkayalar Avm Karşısı Arakat B.Kombili Kiralık Daire","Kiralık Daire","2 + 1","120 m²","25 Yaşında","6. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-yaka-kiralik/daire/65040-125","1 / 13","18.000","04/07/2026","Sertuğ Emlak'tan Meram Tıp Fakültesi Yanı Kiralık Kombili Daire","Kiralık Daire","3 + 1","160 m²","20 Yaşında","Zemin","Konya / Meram / Yaka Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-sille-ak-kiralik/daire/132269-176","1 / 8","23.000","19/06/2026","Sille Ak Mahallesi Kiralık 2+1 Daire Yüksek Giriş","Kiralık Daire","2 + 1","125 m²","11 Yaşında","Yüksek Giriş","Konya / Selçuklu / Sille Ak Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/150590-911","1 / 32","32.000","19/08/2026","Sefergyo Cemil Meriç Karşısı Site İçi 3+1 Arakat Temiz Daire!!!","Kiralık Daire","3 + 1","160 m²","6 Yaşında","6. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/72388-319","1 / 24","13.000","14/08/2026","Bosna Hersek Mah Veysel Karani Caddesi Kyk Kız Öğrenci Yurdu Yanı Çatı Katı B.Kombili Kiralık Daire","Kiralık Daire","1 + 1","90 m²","20 Yaşında","Çatı Katı","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/72388-415","1 / 21","19.000","11/08/2026","Gardenpark Sıtesı 3+1 Kıralık Daıre","Kiralık Daire","3 + 1","80 m²","9 Yaşında","1. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
