"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-item 5","listingCard__location","wp-btn-label","he-lazy-image src","he-lazy-image src 2","listingCard__owner-firm"
"https://www.hepsiemlak.com/konya-karatay-akabe-kiralik/daire/142074-253","1 / 10","18.000","12/08/2026","Adliye Yakını Kiralık 1+1 Eşyalı Dubleks Daire","Kiralık Daire","1 + 1","55 m²","6 Yaşında","4. Kat","Konya / Karatay / Akabe Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/86980-1129","1 / 22","20.000","08/08/2026","Hacıveyis Camii Yakını Cadde Üzeri Arakat 3+1 Kiralık Daire","Kiralık Daire","3 + 1","160 m²","25 Yaşında","5. Kat","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-selahaddin-eyyubi-kiralik/daire/167787-58","1 / 16","28.000","10/07/2026","Selahattin Eyyübi Mah. Arakat 3+1 Kiralık Daireler","Kiralık Daire","3 + 1","145 m²","Sıfır Bina","2. Kat","Konya / Selçuklu / Selahaddin Eyyubi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Berşan Karagöz Gayrimenkul"
"https://www.hepsiemlak.com/konya-karatay-araplar-kiralik/daire/166242-20","1 / 19","22.250","04/08/2026","4 Yaka Gayrimenkulden | Karatay Fetih Caddesinde 3+1 Kiralık Daire","Kiralık Daire","3 + 1","136 m²","22 Yaşında","9. Kat","Konya / Karatay / Araplar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-nisantas-kiralik/daire/82432-79","1 / 34","29.000","17/08/2026","Ak44-M Den Kiralık 3+1 Ebevyn Banyolu Ve Kapalı Otoparklı Daire","Kiralık Daire","3 + 1","170 m²","21 Yaşında","2. Kat","Konya / Selçuklu / Nişantaş Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ak-44m Gayrimenkul Yatırım Danışmanlık"
"https://www.hepsiemlak.com/konya-karatay-fetih-kiralik/daire/0-46260803","1 / 42","24.500","08/06/2026",">>>fetih Cd Üzeri | Site İçinde | Geniş 3+1 Ara Kat | Aileye Uygun<<<","Kiralık Daire","3 + 1","160 m²","25 Yaşında","4. Kat","Konya / Karatay / Fetih Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/0-42767958","1 / 46","22.000","19/08/2026","S.Ü. Karsısı Sahıbınden Kıralık","Kiralık Daire","3 + 1","125 m²","16 Yaşında","8. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/150590-1123","1 / 33","10.000","20/08/2026","Sefergyo Gödene Tokide 1+1 Uygun Fiyat By-8 Blokta!","Kiralık Daire","1 + 1","90 m²","11 Yaşında","4. Kat","Konya / Meram / Gödene Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-hocacihan-kiralik/daire/147287-31","1 / 25","30.000","20/08/2026","Meram Tıp Yakını Medica 1 De Kiralık Eşyalı 1+1","Kiralık Daire","1 + 1","80 m²","11 Yaşında","Yüksek Giriş","Konya / Selçuklu / Hocacihan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/81846-2362","1 / 35","26.000","07/07/2026","Yazır Mah.Mta Tramvay Durağı Karşısı Site İçi Arakat Kiralık Daire","Kiralık Daire","3 + 0","145 m²","20 Yaşında","4. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-malazgirt-kiralik/daire/57068-418","1 / 31","16.000","04/08/2026","Barış Caddesi Yakın Malazgirt Mahallesi 2+1 Sıfır Boyandı Kombili 2.Kat Kiralık Daire","Kiralık Daire","2 + 0","110 m²","33 Yaşında","2. Kat","Konya / Selçuklu / Malazgirt Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-319","1 / 12","14.500","05/08/2026","Loft Plus'da Cadde-Tramway Cephe 1+0 Ara Kat Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","11 Yaşında","1. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/86980-1128","1 / 22","28.000","31/07/2026","Türmak Okulu Ve  Tranvay Durağı Karşısı Site İçi Arakat Geniş 3+1kiralık Daire","Kiralık Daire","3 + 1","165 m²","18 Yaşında","6. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-seker-kiralik/daire/88447-122","1 / 15","10.000","13/08/2026","Kiralık 2+1 2. Kat Daire","Kiralık Daire","2 + 1","100 m²","40 Yaşında","Kot 2","Konya / Selçuklu / Şeker Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-karatay-fetih-kiralik/daire/77846-806","1 / 35","30.000","07/08/2026","Eşyalı Kiralık Daire Fetih Kent Sitesi","Kiralık Daire","3 + 1","160 m²","16 Yaşında","6. Kat","Konya / Karatay / Fetih Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/133419-248","1 / 20","19.000","11/06/2026","Yazır Mah.Maliye Tokilerinde Kiralık 2+1 Daire","Kiralık Daire","2 + 1","100 m²","6 Yaşında","5. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/150590-1097","1 / 25","24.000","05/08/2026","Sefergyo İkonya Yanı, İlkokul Karşısı, Eşyalı 1+1 Kiralık Daire","Kiralık Daire","1 + 1","90 m²","21 Yaşında","Çatı Katı","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-aymanas-kiralik/daire/0-46293122","1 / 12","31.000","27/06/2026","Sahibinden Meram Aymanas’ Ta 3+1 Geniş, Ferah Kiralık Daire","Kiralık Daire","3 + 1","175 m²","12 Yaşında","Kot 2","Konya / Meram / Aymanas Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-musalla-baglari-kiralik/daire/0-46183296","1 / 12","24.250","24/06/2026","3+1 Kiralık Daire","Kiralık Daire","3 + 1","180 m²","20 Yaşında","4. Kat","Konya / Selçuklu / Musalla Bağları Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-fevzicakmak-kiralik/daire/0-33837327","1 / 12","34.500","29/06/2026","Otogaryanı 4+1 Tramvay'a Sıfır Siteiçi Yerdenısıtmaebeveynbanyolu","Kiralık Daire","4 + 1","230 m²","10 Yaşında","8. Kat","Konya / Karatay / Fevziçakmak Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/60294-860","1 / 7","13.000","11/08/2026","Meram Devlet Hastanesi Civarı 1+1 Eşyalı Abonelikleri Açık Daire","Kiralık Daire","1 + 1","50 m²","15 Yaşında","Kot 1","Konya / Meram / Aşkan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/72388-456","1 / 17","18.000","01/08/2026","Bosna Hersek Mahallesi Kayalar Camii Civarı S.Üniv Karşısı Huzur Sitesi'nde Kiralık 3+1 Aile Dairesi","Kiralık Daire","3 + 1","120 m²","20 Yaşında","2. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-275","1 / 12","19.500","22/07/2026","Ünlü Studıo Loft'da Cadde Cephe 1+1 Eşyalı Dubleks Daire","Kiralık Daire","1 + 1","70 m²","15 Yaşında","2. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-karatay-gaziosmanpasa-kiralik/mustakil-ev/125076-358","1 / 40","80.000","10/08/2026","Kulebey! Harika Konumda, Geniş Bahçeli, Bakımlı Müstakil Ev !","Kiralık Müstakil Ev","4 + 1","255 m²","11 Yaşında","Bahçe Katı","Konya / Karatay / Gaziosmanpaşa Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/59765-71","1 / 18","18.000","19/08/2026","Kentten Kiralık 1+1 Full Eşyalı İçi Yapılı Kombili Daire","Kiralık Daire","1 + 1","70 m²","6 Yaşında","Zemin","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/145289-212","1 / 27","25.000","24/07/2026","Net Emlaktan Anayol Üstü Bakımlı Eşyalı Arakat Kiralık Daire","Kiralık Daire","3 + 1","125 m²","16 Yaşında","5. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Net Emlak Ofisi"
"https://www.hepsiemlak.com/konya-selcuklu-hacikaymak-kiralik/daire/133419-247","1 / 46","36.000","08/06/2026","Hacı Kaymak Mah .Kiralık 3+1 Daire","Kiralık Daire","3 + 1","215 m²","5 Yaşında","13. Kat","Konya / Selçuklu / Hacıkaymak Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/161271-4","1 / 19","21.500","28/07/2026","Zentral'den Zafer Meydanı Yeni Eşyalı 1+1 Fatura Dahil Kiralık Daire","Kiralık Daire","1 + 1","55 m²","31 Yaşında","2. Kat","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-semsitebrizi-kiralik/daire/80133-376","1 / 12","18.000","12/08/2026","Nurka'dan Şems Tebrizide Kiralık Daire","Kiralık Daire","3 + 1","120 m²","26 Yaşında","Giriş Katı","Konya / Karatay / Şemsitebrizi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-isiklar-kiralik/daire/165560-14","1 / 10","18.000","21/07/2026","Yeğenoğlu Caddesin De 3+1","Kiralık Daire","3 + 1","145 m²","20 Yaşında","3. Kat","Konya / Selçuklu / Işıklar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/34922-1567","1 / 22","16.000","16/06/2026","Medi Gayrimenkul Zafer Tranvay Durağında Kiralık Dubleks Daire","Kiralık Daire","4 + 1","120 m²","15 Yaşında","3. Kat","Konya / Selçuklu / İhsaniye Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/0-47111901","1 / 9","20.000","13/08/2026","Kiralı 2+1 Kombili Daire","Kiralık Daire","3 + 1","110 m²","30 Yaşında","Ara Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/57222-294","1 / 10","15.000","01/08/2026","Ünlü Loft Real'de Cadde Cephe 1+0 Ara Kat Eşyalı Daire","Kiralık Daire","Stüdyo","52 m²","6 Yaşında","2. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/145289-209","1 / 38","22.000","15/06/2026","Net Emlaktan Üniversiteye Yürüme Mesafesinde 3+1 Kiralık Daire","Kiralık Daire","3 + 1","130 m²","21 Yaşında","3. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Net Emlak Ofisi"
"https://www.hepsiemlak.com/konya-meram-atesbaz-i-veli-kiralik/mustakil-ev/111386-63","1 / 34","63.000","27/07/2026","Sahi'den Meram Ateşbaz-I Veli Mah.De Kiralık 5+1 Dublex Villa...","Kiralık Müstakil Ev","5 + 1","460 m²","16 Yaşında","Bahçe Katı","Konya / Meram / Ateşbaz-I Veli Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-meliksah-kiralik/daire/90958-208","1 / 34","24.000","06/07/2026","Emlak81den Konya Meram Melikşahda 3+1 Merkezi Kalorifer Ve Asansörlü","Kiralık Daire","3 + 1","170 m²","20 Yaşında","5. Kat","Konya / Meram / Melikşah Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-havzan-kiralik/daire/5115-4159","1 / 25","28.000","20/07/2026","Konya’nın En Prestijli Noktası Meram Yeniyol’da Kiralık Fırsat Daire...","Kiralık Daire","3 + 1","140 m²","27 Yaşında","1. Kat","Konya / Meram / Havzan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/90958-173","1 / 20","22.000","03/08/2026","Emlak81den Konya Meram Aşkanda 1+0 Stüdyo Daire","Kiralık Daire","Stüdyo","50 m²","8 Yaşında","1. Kat","Konya / Meram / Aşkan Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-aydinlikevler-kiralik/daire/57750-93","1 / 19","15.000","05/08/2026","Kentplaza Avm Arkasında Kiralık 3+1 Daire","Kiralık Daire","3 + 1","100 m²","26 Yaşında","5. Kat","Konya / Selçuklu / Aydınlıkevler Mah.","WhatsApp","","",""
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/89673-1854","1 / 35","50.000","06/06/2026","Gökdeniz'den Doğaşehir Plus'ta 4+1 Ara Kat Kiralık Daire","Kiralık Daire","4 + 1","202 m²","6 Yaşında","9. Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/7/6/9/8/0/1e516810-fe53-412e-9f78-cf59ef671e06.jpg","","Gökdeniz Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-alavardi-kiralik/daire/0-46967878","1 / 33","32.500","19/07/2026","Sahibinden Yaka Pide Arkasında Eşyalı 2+1","Kiralık Daire","2 + 1","120 m²","10 Yaşında","1. Kat","Konya / Meram / Alavardı Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/136177-90","1 / 17","22.000","17/07/2026","Japon Parkı Yanı Kiralık Ara Kat","Kiralık Daire","3 + 1","165 m²","18 Yaşında","3. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/166204-37","1 / 19","21.000","05/08/2026","Ermora Dan Farabi Hastanesine Yakın Kosova Da Uygun 3+1 Daire","Kiralık Daire","3 + 1","140 m²","21 Yaşında","3. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ermora Group"
"https://www.hepsiemlak.com/konya-selcuklu-bedir-kiralik/daire/0-46713565","1 / 27","26.000","07/06/2026","Bakımlı Merkezi Konumlu Ev","Kiralık Daire","3 + 1","135 m²","25 Yaşında","En Üst Kat","Konya / Selçuklu / Bedir Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-meliksah-kiralik/daire/136295-105","1 / 19","25.000","05/07/2026","Meram Da Süper Kiralık Daire","Kiralık Daire","4 + 1","230 m²","25 Yaşında","2. Kat","Konya / Meram / Melikşah Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/83501-42","1 / 14","17.000","23/07/2026","Meram Aşkan Mh. Eşyalı Kiralık 1+0 Bahçeli Daire","Kiralık Daire","Stüdyo","100 m²","16 Yaşında","Yüksek Giriş","Konya / Meram / Aşkan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-binkonutlar-kiralik/daire/0-47067261","1 / 1","14.000","04/08/2026","Binkonutlar'da Sahibinden Kombili 2+1","Kiralık Daire","2 + 1","90 m²","35 Yaşında","Ara Kat","Konya / Selçuklu / Binkonutlar Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-meram-havzan-kiralik/daire/150590-1132","1 / 35","120.000","08/08/2026","Sefergyo Dan Komüt Evlerinde 5+1 Lüks Kiralık Daire","Kiralık Daire","5 + 1","220 m²","Sıfır Bina","5. Kat","Konya / Meram / Havzan Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/158321-82","1 / 15","32.000","16/07/2026","Bakyapı Prestij Parkta 3+1 Eşyalı Kiralık Daire","Kiralık Daire","3 + 1","120 m²","6 Yaşında","2. Kat","Konya / Selçuklu / Bosna Hersek Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/89673-1850","1 / 35","52.000","27/07/2026","Gökdeniz'den Altın Yaşam'da Site İçerisinde Sıfır Kiralık Daire","Kiralık Daire","4 + 1","199 m²","Sıfır Bina","6. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gökdeniz Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/57222-279","1 / 17","25.000","22/07/2026","Loft Style Sitesi 7/24 Güvenlik 2+1 Eşyasız Kiralık Daire","Kiralık Daire","2 + 1","110 m²","7 Yaşında","Ara Kat","Konya / Selçuklu / Beyhekim Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/140769-97","1 / 34","52.000","19/08/2026","Abdullah Soylu'dan Mavisu Konaklarında Kiralık 5+1 Dubleks Daire","Kiralık Daire","5 + 1","250 m²","6 Yaşında","6. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-selahaddin-eyyubi-kiralik/daire/165099-62","1 / 27","19.000","15/08/2026","Konya Beşyüz Evlerde Kiralık 3+1 Daire","Kiralık Daire","3 + 1","130 m²","26 Yaşında","Yüksek Giriş","Konya / Selçuklu / Selahaddin Eyyubi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-selahaddin-eyyubi-kiralik/daire/150590-1125","1 / 17","26.000","08/08/2026","Sefergyo S.Eyyübi De 2+1 Kiralık Sıfır Lüx Daire","Kiralık Daire","2 + 1","100 m²","Sıfır Bina","2. Kat","Konya / Selçuklu / Selahaddin Eyyubi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sefer Gayrimenkul"
"https://www.hepsiemlak.com/konya-karatay-erler-kiralik/mustakil-ev/135595-660","1 / 6","33.000","23/07/2026","Cengizler’den Saraçoğnda Kiralık Çiftlik","Kiralık Müstakil Ev","3 + 1","150 m²","20 Yaşında","","Konya / Karatay / Erler Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Cengizler Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/136177-89","1 / 13","25.000","02/07/2026","Farabi Has Yanında Kiralık Daire","Kiralık Daire","3 + 1","165 m²","18 Yaşında","Yüksek Giriş","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-akabe-kiralik/daire/0-46925927","1 / 11","35.500","16/07/2026","Karatay Üniversitesine Ve Adliyeye Ve Şehir Hastanesine Yakın Eşyalı 3+1 Daire Sahibinden Kiralık","Kiralık Daire","3 + 1","155 m²","13 Yaşında","4. Kat","Konya / Karatay / Akabe Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-akademi-kiralik/daire/129814-287","1 / 1","18.775","03/08/2026","Hisar Dan 1.Etap Okulların Yanında Yeri Mükembel Konya Manzaralı","Kiralık Daire","2 + 1","90 m²","4 Yaşında","4. Kat","Konya / Selçuklu / Akademi Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/164966-97","1 / 5","21.000","13/08/2026","Tema Dan Yazır'da 1+1 Eşyasız Stüdyo","Kiralık Daire","1 + 1","60 m²","6 Yaşında","2. Kat","Konya / Selçuklu / Yazır Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/57222-282","1 / 13","25.000","23/07/2026","Loft Sitesi İstanbul Yolunda Cad. Cephe 1+1 Eşyalı Daire","Kiralık Daire","1 + 1","70 m²","6 Yaşında","1. Kat","Konya / Selçuklu / Kosova Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü İnşaat Emlak"
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/133419-254","1 / 22","15.000","24/06/2026","Sahibata Mah.3+1 Kiralık Daire Bireysel Kombili","Kiralık Daire","3 + 1","120 m²","26 Yaşında","3. Kat","Konya / Meram / Sahibiata Mah.","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-seyh-samil-kiralik/daire/96594-5325","1 / 20","38.000","20/07/2026","Şeyh Şamil Mah. Elitkent Sitesi 12.Kat ''boş'' Kiralık 4+1","Kiralık Daire","4 + 1","190 m²","16 Yaşında","12. Kat","Konya / Selçuklu / Şeyh Şamil Mah.","WhatsApp","","",""
