,city,district,neighborhood,room,living_room,area,age,floor,price
7123,mugla,fethiye,karaculha,3,1,100,0,5,15000
7124,mugla,marmaris,icmeler,2,1,100,0,3,25000
7125,mugla,fethiye,akarca,1,1,55,3,0,16500
7126,mugla,bodrum,gumbet,2,1,110,10,0,10000
7128,mugla,bodrum,kumbahce,2,1,130,20,-2,30000
7129,mugla,ortaca,karaburun,1,1,65,1,1,9000
7130,mugla,mentese,bayir,2,1,80,0,3,13500
7131,mugla,marmaris,armutalan,1,1,60,25,1,19800
7132,mugla,marmaris,kemeralti,2,1,95,20,2,29000
7133,mugla,ula,akyaka,2,1,100,10,2,25000
7134,mugla,bodrum,yahsi,2,1,180,21,0,26000
7135,mugla,bodrum,bitez,2,1,90,3,1,20000
7136,mugla,fethiye,tuzla,2,1,80,25,5,15000
7138,mugla,dalaman,merkez,1,1,55,0,1,9000
7139,mugla,bodrum,eskicesme,1,1,55,15,0,20000
7140,mugla,bodrum,umurca,3,1,125,30,2,45000
7141,mugla,dalaman,karacali,2,1,130,0,2,25000
7142,mugla,koycegiz,gelisim,3,1,155,15,1,15000
7143,mugla,bodrum,yenikoy,2,1,130,10,2,20000
7144,mugla,marmaris,siteler,2,1,100,11,0,35000
7145,mugla,koycegiz,dogusbelen,3,1,200,1,2,35000
7146,mugla,bodrum,guvercinlik,2,1,110,12,2,15000
7150,mugla,bodrum,eskicesme,1,1,70,25,0,30000
7151,mugla,koycegiz,gulpinar,3,1,150,12,2,42500
7152,mugla,mentese,orhaniye,3,1,150,25,1,18000
7155,mugla,milas,gunes,3,1,125,0,0,25000
7157,mugla,mentese,yesilyurt,2,1,100,15,5,9000
7158,mugla,mentese,kotekli,2,1,50,9,4,12500
7159,mugla,koycegiz,beyobasi,4,1,145,10,1,12000
7160,mugla,ortaca,karaburun,3,1,135,2,5,13000
7162,mugla,fethiye,cami,2,1,100,5,2,18000
7163,mugla,bodrum,eskicesme,1,1,75,7,2,24000
7164,mugla,mentese,dugerek,1,1,65,10,0,10000
7165,mugla,bodrum,turgutreis,2,1,95,0,0,40000
7166,mugla,marmaris,icmeler,1,1,40,15,3,14000
7167,mugla,bodrum,yokusbasi,2,1,100,11,0,32750
7168,mugla,bodrum,bahcelievler,3,1,130,3,2,50000
7169,mugla,fethiye,karaculha,3,1,100,20,5,12000
7170,mugla,datca,datca,2,1,130,20,2,50000
7171,mugla,mentese,kotekli,1,1,60,15,2,8000
7172,mugla,bodrum,gundogan,1,1,60,5,0,16000
7173,mugla,ortaca,karaburun,2,1,85,0,1,13000
7176,mugla,milas,ismet_pasa,1,1,60,4,1,13000
7178,mugla,milas,dorttepe,2,1,75,2,2,18000
7180,mugla,fethiye,patlangic,1,1,60,4,3,11500
7182,mugla,bodrum,kucukbuk,3,1,120,20,3,25000
7185,mugla,bodrum,islamhaneleri,2,1,90,3,2,30000
7187,mugla,milas,dorttepe,2,1,70,5,3,29000
7188,mugla,milas,kiyikislacik,3,1,200,10,2,50000
7191,mugla,koycegiz,ulucami,2,1,130,8,5,15000
7192,mugla,bodrum,eskicesme,3,1,200,15,2,42500
7193,mugla,bodrum,peksimet,3,1,196,11,2,50000
7194,mugla,marmaris,siteler,2,1,110,11,2,30000
7197,mugla,ortaca,dalyan,2,1,110,11,3,16000
7198,mugla,marmaris,armutalan,2,1,75,16,5,18000
7199,mugla,fethiye,ciftlik,1,1,65,5,2,12500
7203,mugla,dalaman,merkez,2,1,80,10,3,13000
7204,mugla,fethiye,menteseoglu,2,1,85,1,3,13000
7206,mugla,fethiye,cami,2,1,100,11,3,12000
7207,mugla,dalaman,kizilkaya,2,1,100,10,2,13000
7209,mugla,datca,mesudiye,1,1,60,2,0,15000
7210,mugla,bodrum,tepecik,2,1,75,4,2,30000
7212,mugla,koycegiz,toparlar,4,1,230,15,2,30000
7213,mugla,bodrum,turgutreis,2,1,120,8,0,28000
7214,mugla,marmaris,icmeler,1,1,45,15,0,15000
7215,mugla,bodrum,muskebi,2,1,75,5,2,50000
7216,mugla,datca,iskele,1,1,70,11,0,35000
7218,mugla,mentese,yenikoy,1,1,50,2,2,10000
7219,mugla,fethiye,catalarik,2,1,80,20,1,10000
7220,mugla,bodrum,peksimet,2,1,100,20,2,20000
7222,mugla,bodrum,akcaalan,2,1,80,20,1,15000
7223,mugla,ortaca,bahcelievler,1,1,70,3,1,11000
7224,mugla,mentese,kotekli,1,1,50,15,2,10000
7225,mugla,dalaman,merkez,3,1,135,0,3,17500
7227,mugla,bodrum,torba,2,1,100,3,2,50000
7228,mugla,ortaca,karaburun,1,1,56,0,1,10000
7230,mugla,bodrum,carsi,1,1,45,16,0,25000
7231,mugla,fethiye,karagozler,3,1,145,11,3,25000
7233,mugla,fethiye,yeni,1,1,70,13,3,10500
7234,mugla,marmaris,cildir,2,1,90,15,3,30000
7235,mugla,bodrum,golkoy,2,1,90,14,2,40000
7239,mugla,bodrum,gumbet,3,1,190,5,0,35000
7240,mugla,koycegiz,yeni,2,1,171,5,3,15000
7241,mugla,koycegiz,zeytinalani,1,1,100,0,2,13000
7242,mugla,bodrum,akyarlar,4,1,140,16,2,60000
7244,mugla,bodrum,koyunbaba,3,1,200,20,2,40000
7245,mugla,ortaca,cayli,2,1,90,0,3,13000
7246,mugla,bodrum,eskicesme,2,1,85,3,2,35000
7250,mugla,milas,gulluk,2,1,95,11,0,20000
7253,mugla,fethiye,yaniklar,2,1,110,6,1,22000
7254,mugla,fethiye,foca,1,1,75,15,2,16000
7256,mugla,yatagan,ataturk,3,1,140,11,0,14000
7257,mugla,datca,iskele,2,1,80,20,0,27500
7261,mugla,dalaman,sogutluyurt,2,1,90,0,0,12000
7263,mugla,milas,haci_ilyas,2,1,90,25,0,15000
7264,mugla,bodrum,geris,2,1,80,15,2,35000
7265,mugla,ortaca,cayli,1,1,60,0,3,10000
7268,mugla,bodrum,bahcelievler,2,1,90,10,3,25000
7270,mugla,bodrum,kumkoy,3,1,149,5,2,55000
7272,mugla,ortaca,dalyan,3,1,142,25,2,22000
7273,mugla,ula,akyaka,2,1,80,20,2,25000
7274,mugla,yatagan,kozagac,1,1,75,5,2,6000
7275,mugla,bodrum,turgutreis,3,1,130,15,2,35000
7276,mugla,marmaris,selimiye,2,1,200,6,0,17000
7277,mugla,koycegiz,yeni,3,1,185,5,0,15000
7280,mugla,koycegiz,gulpinar,1,1,50,25,5,10000
7282,mugla,datca,yazi,2,1,100,1,-1,15000
7284,mugla,datca,iskele,3,1,170,10,2,7000
7285,mugla,ula,akyaka,3,1,105,12,2,25000
7286,mugla,bodrum,akyarlar,2,1,85,10,0,50000
7287,mugla,mentese,karamehmet,3,1,170,11,3,31500
7289,mugla,bodrum,bahcelievler,2,1,80,11,2,23000
7290,mugla,marmaris,armutalan,2,1,90,16,0,20000
7291,mugla,fethiye,foca,1,1,65,1,5,15000
7292,mugla,bodrum,torba,2,1,110,27,2,20000
7293,mugla,ortaca,dalyan,1,1,50,0,3,15000
7294,mugla,bodrum,yenikoy,2,1,95,12,0,35000
7296,mugla,fethiye,yaniklar,2,1,100,10,0,30000
7297,mugla,dalaman,hurriyet,2,1,100,4,1,12500
7298,mugla,mentese,kotekli,3,1,115,5,4,13000
7299,mugla,fethiye,tuzla,1,1,65,25,1,12000
7300,mugla,marmaris,icmeler,2,1,75,21,2,25000
7301,mugla,dalaman,altintas,2,1,100,1,1,12000
7302,mugla,bodrum,turkkuyusu,2,1,240,10,2,50000
7303,mugla,dalaman,merkez,2,1,80,4,1,12500
7304,mugla,mentese,kotekli,2,1,60,15,2,12000
7305,mugla,bodrum,cirkan,2,1,100,11,2,35000
7306,mugla,bodrum,gundogan,2,1,95,11,3,45000
7307,mugla,bodrum,kucukbuk,2,1,85,11,0,25000
7308,mugla,ortaca,kemaliye,3,1,145,3,0,10000
7309,mugla,bodrum,cirkan,2,1,90,15,3,25000
7312,mugla,fethiye,foca,2,1,100,5,1,21000
7313,mugla,marmaris,armutalan,2,1,120,15,0,30000
7314,mugla,dalaman,karacali,3,1,145,11,2,12000
7316,mugla,koycegiz,gelisim,2,1,90,4,0,20000
7317,mugla,koycegiz,toparlar,2,1,115,21,0,10000
7319,mugla,koycegiz,toparlar,3,1,145,10,3,13000
7321,mugla,bodrum,muskebi,2,1,75,5,2,60000
7323,mugla,bodrum,peksimet,3,1,120,11,0,60000
7325,mugla,bodrum,umurca,2,1,85,10,2,3000
7326,mugla,dalaman,ege,2,1,105,9,3,10000
7327,mugla,milas,gulluk,2,1,90,11,0,15000
7328,mugla,fethiye,gocek,3,1,110,15,1,25000
7329,mugla,mentese,hacirustem,1,1,90,6,5,12500
7330,mugla,fethiye,foca,1,1,80,25,1,12000
7332,mugla,bodrum,guvercinlik,3,1,170,26,0,28500
7333,mugla,koycegiz,toparlar,4,1,155,15,3,12000
7334,mugla,koycegiz,gulpinar,1,1,50,2,0,13000
7335,mugla,bodrum,akyarlar,2,1,80,20,0,25000
7337,mugla,bodrum,geris,2,1,90,13,3,37000
7338,mugla,bodrum,turkbuku,2,1,90,1,3,35000
7339,mugla,milas,oren,3,1,145,10,2,22500
7340,mugla,fethiye,patlangic,1,1,75,0,2,10000
7342,mugla,ortaca,eksiliyurt,1,1,66,10,2,10000
7344,mugla,milas,cumhuriyet,3,1,150,20,3,15000
7345,mugla,ortaca,cayli,1,1,50,1,5,12500
7346,mugla,bodrum,akyarlar,2,1,90,16,0,20000
7347,mugla,fethiye,tuzla,4,1,160,15,1,23000
7348,mugla,mentese,yaras,2,1,135,11,2,26000
7349,mugla,ula,kizilyaka,3,1,170,12,2,36000
7352,mugla,bodrum,akyarlar,2,1,85,0,0,25000
7353,mugla,bodrum,yahsi,2,1,90,4,0,37500
7354,mugla,ortaca,kemaliye,2,1,100,6,0,10000
7357,mugla,dalaman,sogutluyurt,2,1,100,2,1,15000
7358,mugla,bodrum,yokusbasi,3,1,190,10,2,48000
7359,mugla,milas,oren,2,1,115,0,2,22000
7360,mugla,bodrum,yahsi,1,1,50,13,3,20000
7362,mugla,koycegiz,zeytinalani,4,1,220,0,0,25000
7364,mugla,koycegiz,ulucami,1,1,50,3,0,14000
7366,mugla,mentese,bayir,2,1,90,0,3,11500
7367,mugla,ortaca,guzelyurt,2,1,90,25,2,15000
7368,mugla,mentese,akcaova,3,1,125,15,2,15000
7369,mugla,ortaca,dalyan,3,1,150,5,2,25000
7370,mugla,ortaca,dalakli,2,1,90,15,2,17000
7371,mugla,marmaris,camli,1,1,90,11,1,20000
7372,mugla,datca,emecik,1,1,55,16,0,12500
7373,mugla,koycegiz,toparlar,2,1,100,10,2,20000
7374,mugla,mentese,kotekli,2,1,105,4,0,25000
7375,mugla,milas,gulluk,2,1,95,5,3,19500
7377,mugla,datca,iskele,2,1,110,5,0,27500
